,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
21126,Cranbourne,31 Waterbury St,4,h,663000.0,S,LJ,11/11/2017,3977,South-Eastern Metropolitan,7680,34.7,Casey City Council
21129,Croydon,2/331 Dorset Rd,2,u,594500.0,S,Max,11/11/2017,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council
21130,Croydon,10 Haig St,2,h,935000.0,S,Max,11/11/2017,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council
21135,Dandenong,52 Willum Wy,4,h,760000.0,S,Del,11/11/2017,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
21136,Dandenong North,2/8 Oakwood Av,3,u,602000.0,S,Del,11/11/2017,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
21137,Dandenong North,10 Robyn Ct,3,h,792000.0,S,O'Brien,11/11/2017,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
21140,Delahey,16 Duneed Wy,3,h,600000.0,S,Calder,11/11/2017,3037,Western Metropolitan,2898,18.0,Brimbank City Council
21141,Delahey,30 Yeats Dr,3,h,600000.0,S,Bells,11/11/2017,3037,Western Metropolitan,2898,18.0,Brimbank City Council
21143,Diggers Rest,5 Flake Ct,4,h,501000.0,S,Raine,11/11/2017,3427,Western Metropolitan,1184,27.7,Hume City Council
21144,Dingley Village,14 Balcombe Pl,3,h,880000.0,S,Buxton,11/11/2017,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
21145,Dingley Village,1 Ely Ct,4,h,890000.0,S,Buxton,11/11/2017,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
21146,Dingley Village,13/1 Johanna Ct,2,h,646000.0,S,C21,11/11/2017,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
21150,Doncaster,2 Waldau Ct,4,h,1810000.0,S,Jellis,11/11/2017,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
21153,Doncaster East,58 Dehnert St,4,h,1268000.0,S,Jellis,11/11/2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
21155,Doncaster East,6 Jising Ct,4,h,1128000.0,S,Jellis,11/11/2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
21156,Doncaster East,11 May St,3,h,2260000.0,S,Jellis,11/11/2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
21160,Doreen,50 Aylesbury Bvd,3,h,578000.0,S,HAR,11/11/2017,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council
21161,Elsternwick,16 Hopetoun St,4,h,2201000.0,S,Woodards,11/11/2017,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
21162,Elsternwick,9/2 Parkside St,2,u,625250.0,S,Biggin,11/11/2017,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
21165,Eltham,1 Batman Rd,3,h,986000.0,S,Jellis,11/11/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
21166,Eltham,43 Bible St,3,h,1055000.0,S,Jellis,11/11/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
21167,Eltham,1/72 Bible St,3,u,676500.0,S,Jellis,11/11/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
21171,Eltham,1/8 Taylor St,3,u,1026000.0,S,Morrison,11/11/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
21172,Elwood,3/9 Foam St,1,u,515000.0,S,Chisholm,11/11/2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
21174,Epping,32/12 Kirkland Ct,1,h,273000.0,S,HAR,11/11/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
21175,Epping,10 Saddlers Ct,4,h,652000.0,S,hockingstuart,11/11/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
21177,Epping,3 The Mears,3,h,584000.0,S,Barry,11/11/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
21178,Epping,13 Winterton Cl,3,h,637000.0,S,hockingstuart,11/11/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
21180,Essendon,214/314 Pascoe Vale Rd,2,u,540000.0,S,RW,11/11/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
21183,Fairfield,123 Gillies St,3,h,1535000.0,S,Thomas,11/11/2017,3078,Northern Metropolitan,2970,5.7,Darebin City Council
21184,Fawkner,10 Emma St,3,h,723000.0,S,Barry,11/11/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council
21187,Fitzroy,25 Brunswick St,5,h,2790000.0,S,Nelson,11/11/2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council
21190,Fitzroy North,16/140 Queens Pde,2,u,647000.0,S,Jellis,11/11/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
21195,Footscray,54 Essex St,4,h,1095000.0,S,Douglas,11/11/2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
21199,Forest Hill,18 Enfield Pl,2,u,762000.0,S,Ray,11/11/2017,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
21201,Frankston,7 Hill St,3,h,515000.0,S,O'Brien,11/11/2017,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council
21204,Gardenvale,4/2 Lucy St,2,u,692000.0,S,Jellis,11/11/2017,3185,Southern Metropolitan,534,7.2,Glen Eira City Council
21206,Gladstone Park,47 Burnleigh Dr,3,h,631000.0,S,Frank,11/11/2017,3043,Western Metropolitan,3285,12.9,Hume City Council
21208,Glen Iris,2/37 Carroll Cr,2,u,605000.0,S,hockingstuart,11/11/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
21210,Glen Iris,5/1421 High St,2,u,742000.0,S,hockingstuart,11/11/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
21214,Glen Iris,2/9 Park Rd,2,u,845000.0,S,Marshall,11/11/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
21216,Glen Iris,3/31 Yeovil Rd,2,u,759000.0,S,Metro,11/11/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
21217,Glen Waverley,13 Avendon Bvd,5,h,1950000.0,S,Jellis,11/11/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
21221,Glen Waverley,14 Owens Av,3,h,1335000.0,S,Ray,11/11/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
21222,Glen Waverley,2/10 Sagan Ct,3,u,900000.0,S,Ray,11/11/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
21225,Glenroy,5/43 Anselm Gr,2,t,449000.0,S,RW,11/11/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
21226,Glenroy,1/46 Cosmos St,3,h,680000.0,S,Stockdale,11/11/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
21228,Glenroy,2/32 Gladstone Pde,1,u,296000.0,S,Raine,11/11/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
21230,Glenroy,2/85 Hubert Av,3,t,690000.0,S,Stockdale,11/11/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
21232,Glenroy,1/16 Patrick St,4,h,740000.0,S,Eview,11/11/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
21233,Gowanbrae,12 Holly Ct,4,h,830000.0,S,Nelson,11/11/2017,3043,Western Metropolitan,1071,12.9,Moreland City Council
21235,Greensborough,3/15 Scotland Av,3,t,652500.0,S,Buckingham,11/11/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
21236,Greensborough,2/4 Vermont Pde,3,u,627000.0,S,Miles,11/11/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
21239,Hampton,104 Linacre Rd,5,h,2200000.0,S,hockingstuart,11/11/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
21240,Hampton East,18 Apex Av,4,h,1615000.0,S,Purplebricks,11/11/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council
21241,Hampton East,9 Evans Av,4,h,1467000.0,S,Buxton,11/11/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council
21242,Hampton East,2/25 Katoomba St,3,t,1055000.0,S,Buxton,11/11/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council
21243,Hampton East,48 Wickham Rd,3,h,1246000.0,S,Hodges,11/11/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council
21244,Hawthorn,2/28 Burwood Rd,1,u,450000.0,S,Domain,11/11/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
21245,Hawthorn,19 Grove Rd,3,h,2650000.0,S,Jellis,11/11/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
21246,Hawthorn,8/22 Hill St,2,u,550000.0,S,Marshall,11/11/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
21248,Hawthorn,403/36 Lynch St,1,u,421500.0,S,Biggin,11/11/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
21253,Hawthorn East,76 Lilydale Gr,2,h,1090000.0,S,Jellis,11/11/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
21256,Heathmont,5 Dickasons Rd,4,h,1126000.0,S,Noel,11/11/2017,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council
21260,Heidelberg West,8 Kanimbla Ct,3,h,860000.0,S,William,11/11/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
21262,Highett,9a Edsall St,3,u,980000.0,S,Maitland,11/11/2017,3190,Southern Metropolitan,4794,16.0,Bayside City Council
21263,Highett,1/222 Highett Rd,3,h,1045000.0,S,Buxton,11/11/2017,3190,Southern Metropolitan,4794,16.0,Bayside City Council
21264,Hillside,47 Golden Wy,3,h,660000.0,S,Barry,11/11/2017,3037,Western Metropolitan,5556,18.0,Brimbank City Council
21266,Hoppers Crossing,11 Buckhurst Wy,4,h,551500.0,S,Barry,11/11/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
21269,Hoppers Crossing,4 Lyndall Ct,3,h,468000.0,S,Barry,11/11/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
21270,Hoppers Crossing,13 Quarrion Ct,3,h,585000.0,S,YPA,11/11/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
21275,Ivanhoe,9 Myrtle St,3,h,1465000.0,S,Nelson,11/11/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
21276,Ivanhoe,3A Rose St,4,h,1865000.0,S,Miles,11/11/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
21277,Keilor Downs,4 Antwerp Dr,3,h,637500.0,S,Crane,11/11/2017,3038,Western Metropolitan,3656,15.5,Brimbank City Council
21278,Keilor East,31/24 Craig St,2,h,705000.0,S,Nelson,11/11/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
21280,Keilor East,84 Nyah St,3,h,755000.0,S,Nelson,11/11/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
21282,Keilor Lodge,1 Laguna Cl,3,h,670000.0,S,Nelson,11/11/2017,3038,Western Metropolitan,570,15.5,Brimbank City Council
21284,Kew,5/75 Alfred St,2,u,793000.0,S,Fletchers,11/11/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
21287,Kew,73 Derby St,2,h,1341000.0,S,Noel,11/11/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
21288,Kew,1/120 Harp Rd,2,u,850000.0,S,Jellis,11/11/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
21293,Kew East,2/33 Woodlands Av,3,t,1080000.0,S,RT,11/11/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
21294,Keysborough,44 Beddington St,4,h,920000.0,S,Ray,11/11/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
21295,Keysborough,13 Daylily Dr,4,h,885000.0,S,Ray,11/11/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
21297,Keysborough,3 Lugarno Ct,3,h,792000.0,S,Barry,11/11/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
21298,Keysborough,16 Maxfield Rd,4,h,1051500.0,S,Barry,11/11/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
21304,Lalor,24 Cyprus St,3,h,808000.0,S,Mason,11/11/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
21306,Lalor,5 Sarissa St,4,h,695000.0,S,HAR,11/11/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
21307,Lalor,47 Suncroft Dr,4,h,642000.0,S,Iconek,11/11/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
21309,Lower Plenty,5/29 Main Rd,2,u,460000.0,S,Morrison,11/11/2017,3093,Eastern Metropolitan,1624,14.6,Banyule City Council
21310,Lower Plenty,5/27 Para Rd,2,u,580000.0,S,Morrison,11/11/2017,3093,Eastern Metropolitan,1624,14.6,Banyule City Council
21313,MacLeod,1/9 Leigh Ct,3,h,653000.0,S,Buckingham,11/11/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
21315,Maidstone,7/2 Crefden St,2,u,400000.0,S,Sweeney,11/11/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
21320,Malvern East,6 Hilda St,4,h,2200000.0,S,Marshall,11/11/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
21321,Malvern East,67 Manning Rd,4,h,2626000.0,S,Marshall,11/11/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
21322,Malvern East,16 Sutherland St,4,h,1850000.0,S,Marshall,11/11/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
21323,Malvern East,35 Thurso St,3,h,1420000.0,S,Jellis,11/11/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
21324,Maribyrnong,7 Cumberland Dr,3,h,1245000.0,S,hockingstuart,11/11/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
21325,Maribyrnong,2a Hillside Cr,2,u,495000.0,S,HAR,11/11/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
21327,Meadow Heights,1/11 Elgata Cl,3,u,355000.0,S,YPA,11/11/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
21328,Meadow Heights,2/11 Elgata Cl,3,u,420000.0,S,YPA,11/11/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
21332,Melbourne,162/461 St Kilda Rd,3,u,2250000.0,S,Gary,11/11/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council
21334,Melton,2 Alexandra St,4,h,579000.0,S,Reliance,11/11/2017,3337,Western Victoria,3600,31.7,Melton City Council
21335,Melton,23 Carina Dr,3,h,520000.0,S,PRDNationwide,11/11/2017,3337,Western Victoria,3600,31.7,Melton City Council
21336,Melton,57 Rosina Dr,3,h,428000.0,S,hockingstuart,11/11/2017,3337,Western Victoria,3600,31.7,Melton City Council
21337,Melton,213 Station Rd,12,h,710000.0,S,PRDNationwide,11/11/2017,3337,Western Victoria,3600,31.7,Melton City Council
21338,Melton South,19 Staughton St,3,h,580000.0,S,hockingstuart,11/11/2017,3338,Western Victoria,4718,29.8,Melton City Council
21339,Melton West,58 Rathdowne Cct,4,h,356000.0,S,Raine,11/11/2017,3337,Northern Victoria,6065,31.7,Melton City Council
21342,Mentone,10 Logan Ct,5,h,1180000.0,S,Hodges,11/11/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
21345,Mentone,5/39 Plummer Rd,2,u,706000.0,S,Hodges,11/11/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
21347,Mernda,12 Dalwhinnie Cl,3,h,485000.0,S,RW,11/11/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
21348,Mernda,13 Eaglehawk Dr,3,h,487500.0,S,Ray,11/11/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
21350,Mernda,20 Geranium Gr,3,h,640000.0,S,Stockdale,11/11/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
21353,Mill Park,1 Ivy Ct,3,h,667500.0,S,Barry,11/11/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
21356,Mitcham,1/3 Warnes Rd,4,h,910000.0,S,Noel,11/11/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
21358,Mont Albert,1/17 Kingsley Cr,3,u,880888.0,S,Ray,11/11/2017,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
21360,Montmorency,6 Burke St,4,h,900000.0,S,Darren,11/11/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
21361,Montmorency,2/31 Hoban Av,2,u,690000.0,S,Buckingham,11/11/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
21367,Moorabbin,20 Barilla Rd,3,h,1261000.0,S,Buxton,11/11/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
21370,Mooroolbark,39 Croydondale Dr,3,h,715000.0,S,Fletchers,11/11/2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
21371,Mooroolbark,19 Levendale Av,3,h,760000.0,S,Fletchers,11/11/2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
21372,Mordialloc,14/214 Beach Rd,2,u,549000.0,S,Buxton,11/11/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
21383,Mulgrave,60 Bertrand Av,3,h,896000.0,S,Win,11/11/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
21384,Mulgrave,8 Blanford Ct,4,h,1004000.0,S,Win,11/11/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
21386,Mulgrave,10 Derby Pl,4,h,1375000.0,S,Ray,11/11/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
21389,Murrumbeena,22 Atkinson St,3,h,1420000.0,S,Woodards,11/11/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
21393,Newport,205 Douglas Pde,4,h,1230000.0,S,RT,11/11/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
21395,Newport,53 Hobson St,3,h,950000.0,S,Gunn&Co,11/11/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
21397,Niddrie,35 Diamond St,3,h,845000.0,S,Brad,11/11/2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
21398,Niddrie,1/35 Ryder St,2,u,775000.0,S,Red,11/11/2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
21399,Noble Park,2/1082 Heatherton Rd,2,u,466000.0,S,C21,11/11/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
21402,Noble Park,10 Rex Ct,3,h,753000.0,S,iSell,11/11/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
21407,Northcote,21/54 James St,2,u,610000.0,S,Jellis,11/11/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
21410,Nunawading,3 Morden Ct,5,h,1950000.0,S,Noel,11/11/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
21411,Nunawading,13/84 Mount Pleasant Rd,2,u,521500.0,S,McGrath,11/11/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
21413,Oak Park,13 New Rd,3,h,930000.0,S,Raine,11/11/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
21415,Oak Park,15 Watt Av,5,h,1390000.0,S,Jellis,11/11/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
21417,Oakleigh South,1/34 Cleek Av,2,h,840000.0,S,Woodards,11/11/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
21419,Oakleigh South,17 Vernal Rd,4,h,1175000.0,S,Buxton,11/11/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
21421,Ormond,1/33 Leila Rd,2,u,630000.0,S,Buxton,11/11/2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
21422,Parkdale,2/9 Davey St,3,u,720000.0,S,Chisholm,11/11/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
21424,Parkdale,3/3 Rennison St,1,u,460000.0,S,Purplebricks,11/11/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
21425,Parkdale,2/23 Robert St,2,u,737000.0,S,hockingstuart,11/11/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
21427,Parkville,30 Walker St,3,h,1350000.0,S,Jellis,11/11/2017,3052,Northern Metropolitan,2309,1.8,Melbourne City Council
21428,Pascoe Vale,1/123 Derby St,4,t,900000.0,S,Barry,11/11/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
21430,Pascoe Vale,298 Gaffney St,3,h,905000.0,S,Nelson,11/11/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
21432,Pascoe Vale,77 Landells Rd,3,h,960000.0,S,Nelson,11/11/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
21434,Point Cook,7 Aynes Ct,3,h,640000.0,S,LJ,11/11/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
21435,Point Cook,17 Copeland Cr,3,h,647000.0,S,Reliance,11/11/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
21436,Point Cook,15 Eldridge Ct,3,h,552000.0,S,Reliance,11/11/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
21437,Point Cook,72 Solitude Cr,4,h,615000.0,S,hockingstuart,11/11/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
21438,Point Cook,4 Ventura Pl,3,h,673000.0,S,Reliance,11/11/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
21440,Port Melbourne,80 Esplanade Pl,3,h,1642000.0,S,Greg,11/11/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
21448,Preston,28A Goldsmith Av,3,h,1180000.0,S,RW,11/11/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
21451,Preston,85 Murray Rd,3,h,950000.0,S,Barry,11/11/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
21452,Preston,128c Raglan St,2,t,710000.0,S,Jellis,11/11/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
21453,Preston,43 William St,4,h,1050000.0,S,RW,11/11/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
21456,Reservoir,1/123 Boldrewood Pde,3,t,590000.0,S,Ray,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21458,Reservoir,42B Drysdale St,3,t,695000.0,S,Barry,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21459,Reservoir,43 Dumbarton St,3,h,1055000.0,S,RW,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21460,Reservoir,6/42 Harbury St,2,u,395000.0,S,Ray,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21461,Reservoir,30 Kenilworth St,3,h,950000.0,S,Barry,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21462,Reservoir,2A Locher Av,3,h,690000.0,S,Love,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21463,Reservoir,26 McFadzean Av,3,h,821000.0,S,Nelson,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21464,Reservoir,2/46 Orrong Av,3,u,825000.0,S,Nelson,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21467,Reservoir,42 Wattle Gr,3,h,1076000.0,S,Nelson,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
21468,Reservoir,5 York St,3,h,850000.0,S,RW,11/11/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
