,Suburb,Address,Rooms,Type,Price,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,latitude,longitude
9277,Preston,35a Austral Av,3,h,962000.0,Nelson,3072,Northern Metropolitan,14577,8.4,Darebin City Council,-37.7241,145.01565714285715
9278,Preston,120a Bruce St,4,h,1260000.0,Nelson,3072,Northern Metropolitan,14577,8.4,Darebin City Council,-37.7241,145.01565714285715
9279,Preston,35 James St,4,h,810000.0,Ray,3072,Northern Metropolitan,14577,8.4,Darebin City Council,-37.7241,145.01565714285715
9280,Preston,16 Opal St,2,h,600000.0,Nelson,3072,Northern Metropolitan,14577,8.4,Darebin City Council,-37.7241,145.01565714285715
9281,Reservoir,6/13 Fyfe St,2,t,416000.0,Ray,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9282,Reservoir,43 Gloucester St,3,h,890000.0,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9283,Reservoir,43 Kingsley Rd,3,h,865000.0,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9284,Reservoir,58 Liston Av,4,h,775000.0,Ray,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9285,Reservoir,3/16 McComas St,2,u,436000.0,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9286,Reservoir,69 Pallant Av,3,h,695000.0,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9287,Reservoir,7/47 Storey Rd,2,u,432000.0,Love,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9288,Reservoir,44 Yarra Av,3,h,846000.0,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
9289,Richmond,12/200 Brighton St,2,u,695000.0,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
9290,Richmond,6/33 Goodwood St,2,u,512000.0,Marshall,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
9291,Richmond,2/175 Kent St,2,t,855000.0,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
9292,Richmond,503/6 Lord St,2,u,1040000.0,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
9293,Richmond,5/285 Punt Rd,1,u,342000.0,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
9294,Richmond,508/18 Tanner St,1,u,681000.0,hockingstuart,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
9295,Ringwood,46 Sherbrook Av,3,h,1405000.0,Lindellas,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,-37.764,145.23522
9296,Ringwood,32 Towerhill Dr,3,h,725000.0,Jellis,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,-37.764,145.23522
9297,Ringwood North,7 Brook Pl,4,h,1295000.0,Jellis,3134,Eastern Metropolitan,3619,19.9,Manningham City Council,-37.764,145.23522
9298,Rosanna,48 Grove Rd,3,h,1155000.0,Miles,3084,Eastern Metropolitan,3540,8.9,Banyule City Council,-37.7637,145.07292
9299,Rosanna,2 Leon Av,3,h,915000.0,Barry,3084,Eastern Metropolitan,3540,8.9,Banyule City Council,-37.7637,145.07292
9300,Rosanna,16/77 St James Rd,2,t,531000.0,Nelson,3084,Eastern Metropolitan,3540,8.9,Banyule City Council,-37.7637,145.07292
9301,Sandringham,260 Bluff Rd,3,h,1310000.0,Hodges,3191,Southern Metropolitan,4497,15.2,Bayside City Council,-37.9531,145.0149
9302,Sandringham,6a Dunsterville St,3,t,1020000.0,Buxton,3191,Southern Metropolitan,4497,15.2,Bayside City Council,-37.9531,145.0149
9303,Sandringham,11 Keats St,5,h,3750000.0,hockingstuart,3191,Southern Metropolitan,4497,15.2,Bayside City Council,-37.9531,145.0149
9304,Seaford,44 Rosslyn Av,3,h,685000.0,Harcourts,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,-38.1098,145.13745
9305,South Melbourne,126/69 Dorcas St,3,u,862000.0,Greg,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council,-37.8342,144.95945
9306,South Morang,13 Danjera Pl,4,h,560000.0,Harcourts,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,-37.6363,145.0855
9307,South Morang,41 Gorge Rd,2,h,550000.0,Harcourts,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,-37.6363,145.0855
9308,Spotswood,47 Hudsons Rd,3,h,1080000.0,Jas,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council,-37.8287,144.8763
9309,Springvale,39 Moncur Av,5,h,1023000.0,iSell,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council,-37.9476,145.155
9310,Springvale South,13 Loris St,3,h,695000.0,iSell,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council,-37.9807,145.1387
9311,St Albans,117 William St,3,h,620000.0,YPA,3021,Western Metropolitan,14042,14.0,Brimbank City Council,-37.7334,144.792225
9312,St Helena,10 Chantelle Ri,4,h,925000.0,Morrison,3088,Eastern Metropolitan,915,16.1,Banyule City Council,-37.7064,145.12347499999998
9313,St Kilda,9/12 Charnwood Rd,2,u,560000.0,Rodney,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,-37.8634,144.97806666666665
9314,St Kilda,9 Cintra Av,3,h,2027500.0,Marshall,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,-37.8634,144.97806666666665
9315,St Kilda,7 Robe St,3,h,2720000.0,Marshall,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,-37.8634,144.97806666666665
9316,Strathmore,27 Henshall Rd,3,h,1330000.0,Considine,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council,-37.7133,144.90214
9317,Strathmore,43 Streldon Av,4,h,1030000.0,Considine,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council,-37.7133,144.90214
9318,Strathmore,8 Woodland St,3,h,1200000.0,Considine,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council,-37.7133,144.90214
9319,Strathmore Heights,4 Boeing Rd,4,h,1260000.0,Nelson,3041,Western Metropolitan,389,8.2,Moonee Valley City Council,-37.7133,144.90214
9320,Sunshine,17 Hampshire Rd,3,h,702000.0,Douglas,3020,Western Metropolitan,3755,10.5,Brimbank City Council,-37.7949,144.8264
9321,Sunshine,158 Morris St,3,h,580000.0,GL,3020,Western Metropolitan,3755,10.5,Brimbank City Council,-37.7949,144.8264
9322,Sunshine West,1 Howitt Cr,3,h,470000.0,Douglas,3020,Western Metropolitan,6763,10.5,Brimbank City Council,-37.7949,144.8264
9323,Surrey Hills,9 Empress Rd,3,h,1864000.0,Jellis,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,-37.8131,145.10383333333334
9324,Sydenham,10 Kontek Wy,4,h,612000.0,Barry,3037,Western Metropolitan,3640,18.0,Brimbank City Council,-37.7184,144.75860000000003
9325,Sydenham,12 Manchester Dr,4,h,406000.0,Barry,3037,Western Metropolitan,3640,18.0,Brimbank City Council,-37.7184,144.75860000000003
9326,Taylors Lakes,10 Cocoparra Cr,4,h,521000.0,Prof.,3038,Western Metropolitan,5336,15.5,Brimbank City Council,-37.6985,144.793475
9327,Taylors Lakes,2/45 Wentworth Dr,3,t,420000.0,Prof.,3038,Western Metropolitan,5336,15.5,Brimbank City Council,-37.6985,144.793475
9328,Templestowe,8 Barnacle Mw,4,h,1660000.0,Barry,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
9329,Templestowe,5 Hampton Cl,4,h,1170000.0,Barry,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
9330,Templestowe Lower,65 Fyfe Dr,4,h,1421000.0,Barry,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
9331,Thornbury,111a Darebin Rd,3,h,1010000.0,Love,3071,Northern Metropolitan,8870,7.0,Darebin City Council,-37.758,145.0042
9332,Toorak,1 Grosvenor Ct,3,u,1635000.0,Sotheby's,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,-37.8416,145.0161
9333,Toorak,5/755 Malvern Rd,3,t,2400000.0,Castran,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,-37.8416,145.0161
9334,Toorak,11/789 Malvern Rd,1,u,345000.0,Woodards,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,-37.8416,145.0161
9335,Toorak,11/41 Tintern Av,2,u,775000.0,hockingstuart,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,-37.8416,145.0161
9336,Truganina,83 Verdant Rd,4,h,536100.0,Ray,3029,Western Metropolitan,5811,18.4,Melton City Council,-37.801,144.6994
9337,Tullamarine,38 Banksia Gr,3,h,740000.0,Jason,3043,Western Metropolitan,3296,12.9,Brimbank City Council,-37.7087,144.89243333333334
9338,Tullamarine,48 Broadmeadows Rd,3,h,335000.0,Jason,3043,Western Metropolitan,3296,12.9,Brimbank City Council,-37.7087,144.89243333333334
9339,Vermont,15a Nurlendi Rd,5,h,606000.0,Biggin,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council,-37.8547,145.1999
9340,Watsonia,7 French Ct,3,h,740000.0,Buckingham,3087,Northern Metropolitan,2329,14.5,Banyule City Council,-37.6964,145.08415
9341,West Footscray,18/24 Dongola Rd,2,t,620000.0,Village,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,-37.816,144.86338
9342,West Footscray,5/28 Hampton Pde,2,h,415000.0,Sweeney,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,-37.816,144.86338
9343,West Footscray,1/37 Hampton Pde,3,h,723000.0,Village,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,-37.816,144.86338
9344,Williamstown,33 Hannan St,4,h,2230000.0,Greg,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council,-37.8539,144.88215
9345,Williamstown North,10/68 Kororoit Creek Rd,1,u,285000.0,Williams,3016,Western Metropolitan,802,6.8,Hobsons Bay City Council,-37.8539,144.88215
9346,Windsor,115 Albert St,3,h,1370000.0,Paul,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council,-37.8514,144.9949
9347,Wyndham Vale,42 Valewood Dr,3,h,273000.0,Barry,3024,Western Metropolitan,5262,27.2,Wyndham City Council,-37.7751,144.61066666666667
9348,Yarraville,60 Hamilton St,4,h,1785000.0,Village,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,-37.8249,144.8774
9349,Aberfeldie,1a Arthur St,3,u,845000.0,Nelson,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
9350,Aberfeldie,126 The Boulevard,4,h,3900000.0,Nelson,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
9351,Airport West,13 Etzel St,3,h,805000.0,Nelson,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council,-37.7238,144.877275
9352,Albert Park,2 Dundas Pl,3,h,2615000.0,Cayzer,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council,-37.8445,144.95755
9353,Albert Park,23 Finlay St,5,h,2100000.0,Greg,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council,-37.8445,144.95755
9354,Albert Park,31 Richardson St,3,h,1300000.0,hockingstuart,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council,-37.8445,144.95755
9355,Albion,60 Sydney St,3,h,720000.0,Sweeney,3020,Western Metropolitan,2185,10.5,Brimbank City Council,-37.7949,144.8264
9356,Altona,1/60 David St,3,u,605000.0,Jas,3018,Western Metropolitan,5301,11.0,Hobsons Bay City Council,-37.8641,144.8311
9357,Armadale,4/20 Mercer Rd,2,h,1780000.0,Marshall,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,-37.85,145.02675
9358,Armadale,8/58 Sutherland Rd,2,u,592500.0,hockingstuart,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,-37.85,145.02675
9359,Ascot Vale,33 Dalgety Dr,3,h,960000.0,Walshe,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,-37.776,144.91049999999998
9360,Ascot Vale,2 The Parade,2,h,965000.0,Nelson,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,-37.776,144.91049999999998
9361,Ashburton,9 Gona Ct,3,h,1710000.0,hockingstuart,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,-37.867,145.09115
9362,Ashburton,45 Yuile St,3,h,1655000.0,Jellis,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,-37.867,145.09115
9363,Ashwood,2/25 May Park Av,2,u,675000.0,Buxton,3147,Southern Metropolitan,2894,10.2,Monash City Council,-37.867,145.09115
9364,Avondale Heights,3 Clive Ct,4,h,950000.0,Moonee,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,-37.7611,144.8621
9365,Avondale Heights,40 Templewood Cr,4,h,1200000.0,Nelson,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,-37.7611,144.8621
9366,Balwyn,1/18 Belmore Rd,3,h,905000.0,Kay,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
9367,Balwyn,11/22 Brenbeal St,2,t,760000.0,Christopher,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
9368,Balwyn,18 Fitzgerald St,4,h,3180000.0,Kay,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
9369,Balwyn,3/3 Iramoo St,3,t,1367000.0,Jellis,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
9370,Balwyn,9/7 Kireep Rd,3,t,788000.0,Fletchers,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
9371,Balwyn,25 Percy St,5,h,2550000.0,Marshall,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
9372,Balwyn North,15 Moody St,4,h,2910000.0,Marshall,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,-37.7909,145.08884999999998
9373,Balwyn North,53 Sweyn St,2,h,1400000.0,Noel,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,-37.7909,145.08884999999998
9374,Balwyn North,2/11 Winfield Rd,2,t,860000.0,hockingstuart,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,-37.7909,145.08884999999998
9375,Bayswater,6 Waranga Rd,4,h,792500.0,Ray,3153,Eastern Metropolitan,5030,23.2,Knox City Council,-37.8276,145.273
9376,Bayswater North,42 Greenhill Rd,4,h,720000.0,Philip,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council,-37.8276,145.273
9377,Bentleigh,112 Tucker Rd,4,h,1815000.0,Buxton,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,-37.9107,145.06560000000002
9378,Bentleigh,9 Yawla St,4,h,2255000.0,hockingstuart,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,-37.9107,145.06560000000002
9379,Bentleigh East,1A Brian St,4,t,1185000.0,hockingstuart,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9380,Bentleigh East,13 Brooks St,4,t,1060000.0,Woodards,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9381,Bentleigh East,4/738 Centre Rd,2,u,716000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9382,Bentleigh East,18 May St,3,h,1550000.0,Paul,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9383,Bentleigh East,9A Murrong Av,3,t,1279000.0,McGrath,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9384,Bentleigh East,1098 North Rd,3,h,840000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9385,Bentleigh East,106 Parkmore Rd,3,h,1110000.0,Woodards,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9386,Bentleigh East,8 Tambet St,3,h,1106000.0,McGrath,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
9387,Black Rock,3/8 Ardoyne St,3,t,940000.0,Chisholm,3193,Southern Metropolitan,2866,17.3,Bayside City Council,-37.9826,145.026925
9388,Black Rock,60 Iona St,3,h,1730000.0,LITTLE,3193,Southern Metropolitan,2866,17.3,Bayside City Council,-37.9826,145.026925
9389,Black Rock,4 Munro St,4,h,1630000.0,hockingstuart,3193,Southern Metropolitan,2866,17.3,Bayside City Council,-37.9826,145.026925
9390,Blackburn,8/11 Main St,2,u,620000.0,Jellis,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,-37.8232,145.150625
9391,Blackburn South,1/9 Barrina St,3,u,870000.0,Win,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,-37.8232,145.150625
9392,Blackburn South,11 Gissing St,2,h,1259000.0,Stockdale,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,-37.8232,145.150625
9393,Blackburn South,16 Samuel Rd,4,h,1525000.0,Noel,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,-37.8232,145.150625
9394,Bonbeach,2/37 Royal Rd,3,t,592000.0,hockingstuart/hockingstuart,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council,-38.0419,145.1232
9395,Box Hill,17 Combarton St,3,h,1760000.0,Fletchers,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,-37.8201,145.12374
9396,Braybrook,19 Hughes St,3,h,570500.0,Trimson,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,-37.7861,144.85475000000002
9397,Braybrook,21 Hughes St,3,h,575000.0,Trimson,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,-37.7861,144.85475000000002
9398,Braybrook,19 Kannan Bvd,4,h,882000.0,Village,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,-37.7861,144.85475000000002
9399,Brighton,115 Dendy St,4,h,3180000.0,hockingstuart,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
9400,Brighton,640B Hampton St,2,t,960000.0,Hodges,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
9401,Brighton,5/778 Hampton St,2,h,752000.0,hockingstuart,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
9402,Brighton,1/858 Hampton St,2,u,833000.0,Buxton,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
9403,Brighton,73 Martin St,4,h,3320000.0,Buxton,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
9404,Brighton,2a Roslyn St,1,h,1775000.0,Nick,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
9405,Brighton,3/24 South Rd,3,u,1602000.0,RT,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
9406,Brighton East,24 Moore St,3,h,1405000.0,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
9407,Brighton East,355 Nepean Hwy,3,h,1290000.0,Greg,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
9408,Brighton East,92 Thomas St,5,h,3207000.0,hockingstuart,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
9409,Broadmeadows,77 Kitchener St,3,h,551000.0,Barry,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
9410,Broadmeadows,25 Wharton Av,4,h,520000.0,YPA,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
9411,Brunswick,7/117 Albion St,2,t,620000.0,Harrington,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
9412,Brunswick,1/170 Albion St,2,u,605000.0,McGrath,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
9413,Brunswick,3/5 Evans St,3,u,880000.0,Dingle,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
9414,Brunswick,5 MacKenzie St,3,h,1222500.0,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
9415,Brunswick East,123 Barkly St,4,h,1280000.0,Nelson,3057,Northern Metropolitan,5533,4.0,Moreland City Council,-37.7603,144.9629
9416,Brunswick East,4/37 Brunswick Rd,2,u,656000.0,Collins,3057,Northern Metropolitan,5533,4.0,Moreland City Council,-37.7603,144.9629
9417,Brunswick West,11b Henderson St,3,t,1195000.0,Jellis,3055,Northern Metropolitan,7082,5.2,Moreland City Council,-37.7603,144.948425
9418,Brunswick West,81 Melville Rd,3,h,793000.0,Ray,3055,Northern Metropolitan,7082,5.2,Moreland City Council,-37.7603,144.948425
9419,Bulleen,38 Balwyn Rd,3,h,905000.0,Barry,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,-37.7692,145.0921
9420,Bulleen,11 Carrathool St,3,h,1400000.0,Barry,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,-37.7692,145.0921
9421,Bulleen,30a Warringal St,3,h,1240000.0,Barry,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,-37.7692,145.0921
9422,Bundoora,51 Arthur St,3,h,705000.0,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
9423,Bundoora,6 Aruma Ct,3,h,605000.0,Stockdale,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
9424,Bundoora,17 Botanic Ct,3,h,665000.0,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
9425,Bundoora,3 Japonica St,4,h,642000.0,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
9426,Bundoora,19 Lea Cr,3,h,620000.0,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
9427,Bundoora,3 Miller Ct,3,h,709000.0,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
9428,Bundoora,3 Napoli Cl,3,h,602000.0,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
9429,Burwood,2 Bennett St,3,h,1342000.0,McGrath,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
9430,Burwood,29 Clanbrae Av,4,h,1381000.0,Buxton,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
